year_code,year,cd_area,area_name,A1101_総人口【人】,A7101_世帯数【世帯】,C610101_売上金額（民営）（農林漁業）【百万円】,C610104_売上金額（民営）（非農林漁業（公務を除く））【百万円】,C610105_売上金額（民営）（鉱業、採石業、砂利採取業）【百万円】,C610106_売上金額（民営）（建設業）【百万円】,C610107_売上金額（民営）（製造業）【百万円】,C610108_売上金額（民営）（電気・ガス・熱供給・水道業）【百万円】,C610109_売上金額（民営）（情報通信業）【百万円】,C610110_売上金額（民営）（運輸業、郵便業）【百万円】,C610111_売上金額（民営）（卸売業、小売業）【百万円】,C610114_売上金額（民営）（金融業、保険業）【百万円】,C610115_売上金額（民営）（不動産業、物品賃貸業）【百万円】,C610116_売上金額（民営）（学術研究、専門・技術サービス業）【百万円】,C610117_売上金額（民営）（宿泊業、飲食サービス業）【百万円】,C610118_売上金額（民営）（生活関連サービス業、娯楽業）【百万円】,C610119_売上金額（民営）（教育、学習支援業）【百万円】,C610120_売上金額（民営）（医療、福祉）【百万円】,C610121_売上金額（民営）（複合サービス事業）【百万円】,C610122_売上金額（民営）（サービス業（他に分類されないもの））【百万円】,D2201_財政力指数（市町村財政）【‐】,D2209_一般財源（市町村財政）【千円】,I5101_病院数【施設】
2020100000,2020年度,08224,茨城県 守谷市,68421,27385,94,584210,0,31408,248091,3104,237,27157,174314,18336,14028,4490,13084,10257,4287,23286,1457,10673,1.00,12519213,3
2020100000,2020年度,08225,茨城県 常陸大宮市,39267,15643,12399,280706,594,17642,152094,1577,49,5385,60545,6751,1400,905,2845,9834,1160,16442,1388,2097,0.43,12900387,2
2020100000,2020年度,08226,茨城県 那珂市,53502,20931,285,290802,0,26727,67736,3472,675,11756,91770,11070,3454,25407,3667,13342,1370,21009,3067,6280,0.65,11533084,4
2020100000,2020年度,08227,茨城県 筑西市,100753,37491,5668,994628,116,59830,497734,15830,589,40533,220972,60724,7027,4679,7428,20338,3991,32993,9989,11855,0.69,23672793,6
2020100000,2020年度,08228,茨城県 坂東市,52265,18452,7146,579824,0,27484,385793,,,27635,92323,7742,2055,970,3684,7140,1111,14061,1620,8033,0.66,12533508,2
2020100000,2020年度,08229,茨城県 稲敷市,39039,14552,9300,340287,,18741,195872,1638,,11770,62655,,1349,408,2804,11997,451,13455,4797,8442,0.50,13131327,3
2020100000,2020年度,08230,茨城県 かすみがうら市,40087,15271,2367,352048,0,14927,197681,73,163,25287,84572,1651,3260,912,1766,3049,1431,10020,1258,6000,0.61,10869044,0
2020100000,2020年度,08231,茨城県 桜川市,39122,13453,3750,223906,177,14095,105038,,,9705,50984,2413,635,863,2261,4530,465,29010,1722,1817,0.49,10900456,2
2020100000,2020年度,08232,茨城県 神栖市,95454,40487,11960,2462949,1248,150608,1490434,208334,1471,122700,280347,32585,21081,27583,15967,36094,1858,25487,1964,45186,1.41,27902543,4
2020100000,2020年度,08233,茨城県 行方市,32185,11144,3579,157196,252,18975,58932,,,6803,49672,3370,790,1509,1833,3616,956,6567,1083,2822,0.44,9950924,1
2020100000,2020年度,08234,茨城県 鉾田市,45953,17919,23432,218071,,24625,53241,84,,10195,82720,3662,3376,2048,2425,17185,716,10535,4332,2784,0.47,12122903,2
2020100000,2020年度,08235,茨城県 つくばみらい市,49872,19971,1101,531910,0,32640,317615,,,62296,83915,3353,5755,1687,2382,3970,2330,8428,1379,5402,0.81,11189492,0
2020100000,2020年度,08236,茨城県 小美玉市,48870,18407,22697,472016,,25926,232322,331,,27832,130381,5082,8666,1197,1699,7044,1213,16419,427,13413,0.62,13137844,5
2020100000,2020年度,08302,茨城県 茨城町,31401,11758,10610,417392,,19888,64548,287,,8153,280358,1168,2800,932,1329,2063,925,25942,1251,7741,0.59,7656118,2
2020100000,2020年度,08309,茨城県 大洗町,15715,6596,0,111807,0,8223,26434,,,9178,20415,1209,736,27495,5303,1203,1607,5335,535,3457,0.71,4094187,1
2020100000,2020年度,08310,茨城県 城里町,18097,6913,988,56806,,6526,26646,,,876,11326,605,79,1195,322,2331,177,4685,543,810,0.38,6789547,1
2020100000,2020年度,08341,茨城県 東海村,37891,15429,195,529302,0,35968,20408,185096,5996,21550,65648,7051,4163,133293,2758,13115,1654,19366,358,12878,1.38,11288708,2
2020100000,2020年度,08364,茨城県 大子町,15736,6356,3501,63820,0,8913,14959,,,4300,17800,950,591,116,2158,1890,268,5912,691,1088,0.33,5869400,3
2020100000,2020年度,08442,茨城県 美浦村,14602,5864,1518,129926,,5528,65670,,792,3849,13433,853,618,1241,458,23701,,5995,208,7262,0.69,4310518,1
2020100000,2020年度,08443,茨城県 阿見町,48553,20225,1350,524062,,15549,370274,50,1440,15569,67574,,4645,1413,6558,6641,3809,22232,1637,3721,0.93,9005663,3
2020100000,2020年度,08447,茨城県 河内町,8231,2895,982,35043,0,5911,18008,,,822,6750,,424,111,109,619,,1035,82,1150,0.37,2970772,0
2020100000,2020年度,08521,茨城県 八千代町,21026,7017,8965,186983,0,12313,100731,,,12722,43038,,1143,501,770,5284,660,3889,588,3190,0.65,4656155,1
2020100000,2020年度,08542,茨城県 五霞町,8093,2928,1606,301961,0,7720,234123,,,26672,26832,,308,390,436,26,331,1406,91,3348,0.86,2728979,0
2020100000,2020年度,08546,茨城県 境町,24201,8722,485,211657,0,15871,99811,,,9627,53499,3613,2741,883,2234,2593,1046,15336,218,3994,0.70,5381062,1
2020100000,2020年度,08564,茨城県 利根町,15340,6258,250,21073,0,3158,4810,,,503,6514,,107,289,283,119,1122,2660,272,635,0.43,3617091,0
2020100000,2020年度,09201,栃木県 宇都宮市,518757,230841,7056,7909127,605,515251,1881085,305163,98305,168320,2634492,479365,144935,97329,83476,113889,46188,1105667,15601,219455,0.99,96396202,30
2020100000,2020年度,09202,栃木県 足利市,144746,61617,903,1020808,,71188,359693,,3978,42867,285236,50320,28813,7961,16396,25609,14920,70402,7358,20827,0.77,26151209,12
2020100000,2020年度,09203,栃木県 栃木市,155549,60918,6226,1844475,2814,90468,1088637,1313,5117,92965,325212,48779,11058,7486,37745,34128,9492,53831,5268,30164,0.74,32444347,5
2020100000,2020年度,09204,栃木県 佐野市,116228,48121,1525,1231449,5531,95393,450025,551,1788,36796,448443,23730,17351,6471,16326,36575,7687,46032,5274,33477,0.74,25212967,4
2020100000,2020年度,09205,栃木県 鹿沼市,94033,36098,3979,896300,,55239,424897,,2419,63449,218301,22905,7673,5236,10157,20614,1940,37119,4698,20347,0.72,20800908,3
2020100000,2020年度,09206,栃木県 日光市,77661,32308,9526,630175,,39487,320479,,631,17944,110057,16606,5826,2591,36795,14739,2523,29700,1405,17719,0.59,23236963,8
2020100000,2020年度,09208,栃木県 小山市,166666,69624,3612,2199261,,135358,890859,,17089,82149,695042,79672,43660,37743,23137,32339,14518,56262,2576,60822,0.98,29888338,8
2020100000,2020年度,09209,栃木県 真岡市,78190,29425,25910,900255,792,42177,555825,5436,1966,26690,153792,23079,6823,5563,8587,17629,3994,30260,2014,15627,0.85,16847164,3
2020100000,2020年度,09210,栃木県 大田原市,72087,29792,11973,1047530,,43558,580932,,374,21108,290347,15071,4253,2937,9125,9818,9087,39778,3978,9607,0.65,19597394,4
2020100000,2020年度,09211,栃木県 矢板市,31165,12012,2471,201674,,14460,51000,,89,6867,59245,27100,2723,1795,2837,5448,1793,15928,1532,10565,0.68,7091073,3
2020100000,2020年度,09213,栃木県 那須塩原市,115210,47454,20383,944323,,74115,333838,,1723,26518,286707,34510,10812,10748,22260,38343,5315,52169,4508,28758,0.82,25411778,6
2020100000,2020年度,09214,栃木県 さくら市,44513,16370,5434,471942,0,26388,296724,,,18532,77518,9421,3797,2104,5251,12149,1910,14306,870,2367,0.75,9726069,2
2020100000,2020年度,09215,栃木県 那須烏山市,24875,9186,3314,160421,0,15785,93069,,,2302,29731,2547,663,543,1130,3874,511,8492,327,1032,0.46,7917884,2
2020100000,2020年度,09216,栃木県 下野市,59507,23497,3011,535330,0,30039,172293,,,30554,175718,8911,10709,3527,4808,8866,2896,69995,2434,13968,0.74,13958057,4
2020100000,2020年度,09301,栃木県 上三川町,30806,11544,840,450928,0,27439,228068,,,41946,100394,2555,2293,2550,1798,7349,1149,13476,423,21156,1.08,6186103,1
2020100000,2020年度,09342,栃木県 益子町,21898,7813,1301,60756,,6434,17297,,,1900,20214,819,176,561,1573,2999,532,5737,173,1728,0.57,4755729,1
2020100000,2020年度,09343,栃木県 茂木町,11891,4458,4640,37159,0,4267,8374,165,92,443,11069,512,329,871,492,6515,234,2723,154,918,0.40,4336101,0
2020100000,2020年度,09344,栃木県 市貝町,11262,4260,7518,160696,0,2199,139115,,,5787,8546,,219,212,428,768,207,2077,100,874,0.81,3133717,1
2020100000,2020年度,09345,栃木県 芳賀町,14961,5230,6323,457287,0,12743,228386,,,16325,65737,2112,,117938,5810,688,691,2865,134,3200,1.05,4844673,0
2020100000,2020年度,09361,栃木県 壬生町,39474,15894,729,291866,,18709,93717,,53,10486,74166,4065,1083,1532,3743,3264,11593,54219,1293,10187,0.82,7270883,1
2020100000,2020年度,09364,栃木県 野木町,24913,9841,158,231205,0,5763,165942,,,7238,20791,2485,532,1024,902,13044,380,9470,311,2787,0.84,4615744,2
2020100000,2020年度,09384,栃木県 塩谷町,10354,3623,1319,53438,0,5827,32803,,,2358,6915,,,25,315,1299,360,2584,371,443,0.47,3568818,0
2020100000,2020年度,09386,栃木県 高根沢町,29229,12205,2000,100741,0,10624,25552,434,588,2377,34693,3650,1559,2200,1539,4719,575,7348,795,4089,0.79,5905705,2
2020100000,2020年度,09407,栃木県 那須町,23956,9110,12007,141294,,11614,44747,,,14285,30066,689,2745,518,15229,5247,4809,5108,470,5720,0.76,8184384,1
2020100000,2020年度,09411,栃木県 那珂川町,15215,5682,910,88939,,6756,52727,,,2092,14891,784,174,597,1222,1730,69,2954,2466,998,0.42,5668969,1
2020100000,2020年度,10201,群馬県 前橋市,332149,141882,30132,4373273,,329025,517178,157231,46028,121115,1239957,,77457,61890,38370,78356,33116,1119457,10702,100958,0.82,66919130,20
2020100000,2020年度,10202,群馬県 高崎市,372973,160981,13360,4452763,,412727,916703,191001,70037,134210,1809855,,111001,61850,49800,92943,41409,199273,8150,112970,0.85,77220087,26
2020100000,2020年度,10203,群馬県 桐生市,106445,44971,18211,587107,,41897,223168,1498,20195,9676,158034,,4832,7375,10374,7779,10506,39179,3530,18582,0.58,23437844,8
2020100000,2020年度,10204,群馬県 伊勢崎市,211850,86200,3558,2168570,,95896,1075145,1562,6235,111498,590975,,26291,18914,24933,41062,9883,71890,6629,46585,0.86,38309946,10
2020100000,2020年度,10205,群馬県 太田市,223014,92531,11569,4119344,0,201945,2323365,28071,17836,127121,949984,105720,54452,35261,40276,60993,15398,73625,9224,76072,0.99,40484695,11
2020100000,2020年度,10206,群馬県 沼田市,45337,18853,3893,321047,,37321,84396,14644,513,4156,94165,,4112,1323,8143,13098,1454,28399,3111,8750,0.52,12847956,4
2020100000,2020年度,10207,群馬県 館林市,75309,31643,1597,707136,0,47759,294777,3827,1081,46615,193590,21399,11998,2771,10717,16115,2708,30573,5015,18191,0.86,15061005,6
2020100000,2020年度,10208,群馬県 渋川市,74581,29114,9180,616833,1462,61305,204392,27401,479,12797,178752,20472,5100,7081,19865,15495,1796,45151,3065,12220,0.59,19960025,9
2020100000,2020年度,10209,群馬県 藤岡市,63261,25362,1169,461031,0,37664,240263,1920,745,16822,95443,12665,5646,3315,4930,9024,2945,19346,4925,5378,0.67,14172060,5
2020100000,2020年度,10210,群馬県 富岡市,47446,18514,1204,502954,,30272,320494,,480,4981,76109,15550,3421,2255,3831,9455,2612,18230,7477,7408,0.65,11452330,3
2020100000,2020年度,10211,群馬県 安中市,54907,22093,4643,540877,,39917,347619,143,220,16865,74921,,1333,2047,5991,11401,1895,18633,1692,7770,0.79,14212406,5
2020100000,2020年度,10212,群馬県 みどり市,49648,19443,964,305810,,16438,76081,318,231,13387,107386,,3383,950,4721,30102,3558,23081,1369,6550,0.64,10456907,4
2020100000,2020年度,10344,群馬県 榛東村,14216,5116,1941,45995,0,7130,20042,,,903,8415,378,203,296,227,1299,457,2906,,550,0.56,3180109,0
2020100000,2020年度,10345,群馬県 吉岡町,21792,7863,,,,8217,25917,,,2627,53407,962,1370,302,2221,822,564,9317,,1785,0.71,3902153,1
2020100000,2020年度,10366,群馬県 上野村,1128,552,594,1590,0,151,378,,,,294,,0,,247,44,,304,,69,0.96,1686325,0
2020100000,2020年度,10367,群馬県 神流町,1645,827,170,7034,,3050,180,,,,1041,,348,,29,294,,411,197,321,0.13,1774374,0
2020100000,2020年度,10382,群馬県 下仁田町,6576,2808,573,36838,0,5334,18952,,,1120,5644,1753,52,172,433,663,,1254,77,801,0.28,3409710,1
2020100000,2020年度,10383,群馬県 南牧村,1611,801,214,4659,,208,3150,,,,524,,,,38,12,,575,,48,0.15,1558576,0
2020100000,2020年度,10384,群馬県 甘楽町,12491,4660,66,74064,0,4499,44972,,,4603,13516,517,541,475,338,622,39,2764,109,1069,0.49,3381364,0
2020100000,2020年度,10421,群馬県 中之条町,15386,6352,2117,61264,0,7056,8386,,,1612,18118,4470,316,685,5233,2671,285,7119,2059,1807,0.38,6051848,4
2020100000,2020年度,10424,群馬県 長野原町,5095,2191,2086,37929,0,11796,1838,,,1712,11422,1681,1394,544,1936,1511,58,2416,328,1032,0.44,2759598,2
2020100000,2020年度,10425,群馬県 嬬恋村,8850,3532,3297,46457,,7715,2899,,,3905,12887,976,1719,231,6795,874,13,651,5113,2391,0.45,4287815,0
2020100000,2020年度,10426,群馬県 草津町,6049,3229,,,0,2284,126,,,605,6654,748,5911,223,18515,2573,119,1203,,2946,0.69,2458893,2
2020100000,2020年度,10428,群馬県 高山村,3511,1165,883,15336,0,1347,9172,,,1617,1361,,,,139,511,13,718,,280,0.36,1776787,0
2020100000,2020年度,10429,群馬県 東吾妻町,12728,5144,8884,95498,,8661,43515,1848,,1471,26127,,1543,686,996,1083,43,7162,584,1031,0.40,5272709,1
2020100000,2020年度,10443,群馬県 片品村,3993,1574,145,14957,,3739,3114,,,1196,2919,,43,,2243,139,,686,184,116,0.25,2687238,0
2020100000,2020年度,10444,群馬県 川場村,3480,997,710,13011,0,1576,2681,,,,2427,,9,,1101,261,146,4405,,249,0.25,1764523,1
2020100000,2020年度,10448,群馬県 昭和村,6953,2601,7527,75955,0,1998,52438,,,992,16652,,,,221,190,23,2227,464,556,0.47,2875337,0
2020100000,2020年度,10449,群馬県 みなかみ町,17195,6959,931,109223,0,11086,49921,,,3523,15452,,635,791,14506,2017,554,5751,657,1384,0.42,8611207,2
2020100000,2020年度,10464,群馬県 玉村町,36054,14932,494,349148,0,16200,139198,1203,583,22373,139474,2138,2658,2994,1044,3699,2438,9648,583,4915,0.77,6568173,1
2020100000,2020年度,10521,群馬県 板倉町,14083,5428,530,107586,,7305,56430,65,,4919,20358,2612,903,130,417,2174,3691,1889,490,6195,0.64,3574423,0
2020100000,2020年度,10522,群馬県 明和町,10882,4089,1052,140733,,5455,106493,,,4986,9615,,322,70,515,582,78,1249,1455,9769,0.83,3050125,0
2020100000,2020年度,10523,群馬県 千代田町,10861,4074,187,254217,0,8065,194626,,,11901,32124,219,544,261,586,417,24,1810,164,3191,0.80,2982017,0
2020100000,2020年度,10524,群馬県 大泉町,42089,19043,260,701605,0,10808,555640,,1338,8849,62208,8909,1484,8728,9771,5141,1383,9698,1362,16286,1.06,7190332,1
2020100000,2020年度,10525,群馬県 邑楽町,25522,9728,522,411864,0,10782,311135,,83,14601,54282,577,1319,739,1453,2198,291,5490,1745,7167,0.78,5138297,1
2020100000,2020年度,11100,埼玉県 さいたま市,1324025,582475,3456,17564942,0,1456845,1021491,776528,412307,539459,5778745,2222654,691921,218460,157430,249762,137265,3114064,27318,760695,0.98,286315193,39
2020100000,2020年度,11101,埼玉県 さいたま市 西区,93499,38197,530,390568,0,67410,53554,,145,25315,131109,3619,8616,3815,6241,19645,5919,42722,1562,20894,,,4
2020100000,2020年度,11102,埼玉県 さいたま市 北区,149242,66563,163,1709546,0,144639,292833,,24630,49258,916795,13292,50254,34333,14805,26032,5948,70798,,61170,,,3
2020100000,2020年度,11103,埼玉県 さいたま市 大宮区,117784,55188,209,4719638,0,515476,16846,1312,229118,177496,1776140,695911,331570,61364,43960,80821,46991,440474,1299,300861,,,5
2020100000,2020年度,11104,埼玉県 さいたま市 見沼区,165049,70603,769,696745,0,99874,68429,,4812,12149,330301,16538,25310,8196,12670,21198,13767,61302,,20528,,,4
2020100000,2020年度,11105,埼玉県 さいたま市 中央区,103269,47770,134,3232413,0,143143,38810,53733,28110,13637,529772,222498,40637,32531,12668,6586,5677,1928949,11672,163989,,,3
2020100000,2020年度,11106,埼玉県 さいたま市 桜区,98661,46374,171,562632,0,56800,90893,4382,5578,26262,281837,1793,9087,4099,5218,12966,15801,25550,902,21464,,,3
2020100000,2020年度,11107,埼玉県 さいたま市 浦和区,164822,74499,,,0,163557,8663,,106228,22634,344632,233148,89330,35597,24625,21809,11486,408027,1099,96025,,,4
2020100000,2020年度,11108,埼玉県 さいたま市 南区,191563,86081,0,3205930,0,119662,163345,657379,13259,43386,916515,1013484,107027,28691,15163,24825,12460,60038,975,29720,,,4
2020100000,2020年度,11109,埼玉県 さいたま市 緑区,128321,50836,693,511010,0,69941,20386,,290,40978,276664,7247,9075,4014,12876,8010,9418,37046,,13642,,,3
2020100000,2020年度,11110,埼玉県 さいたま市 岩槻区,111815,46364,,,0,76344,267731,,136,128342,274980,15123,21013,5820,9205,27869,9797,39158,,32402,,,6
2020100000,2020年度,11201,埼玉県 川越市,354571,153376,1708,2917494,,243343,881919,51284,15670,128702,825425,217494,94260,29246,40146,68520,41300,149212,,109709,0.97,60547617,26
2020100000,2020年度,11202,埼玉県 熊谷市,194415,80153,3562,2367881,,139794,927270,21089,10975,66944,733709,,44025,16417,23015,35709,12796,84363,4429,87343,0.89,36061115,12
2020100000,2020年度,11203,埼玉県 川口市,594274,267141,4012,3101600,0,366533,595164,20501,24134,161507,1220582,118367,128572,34252,57925,66056,15911,186087,9742,96267,0.96,104824688,20
2020100000,2020年度,11206,埼玉県 行田市,78617,31876,981,627218,0,53798,259546,,1001,30319,158720,,5469,3180,7663,8322,5628,30704,3211,24332,0.71,15416918,2
2020100000,2020年度,11207,埼玉県 秩父市,59674,23922,1144,371781,1732,36164,133870,11171,485,10957,91257,20278,4191,3927,13293,8144,2256,21403,3348,9305,0.58,16232550,5
2020100000,2020年度,11208,埼玉県 所沢市,342464,152652,4193,1822173,0,206456,212355,11765,8891,168865,594962,158289,104926,20577,30593,62120,16014,129634,6929,89799,0.97,55694297,24
2020100000,2020年度,11209,埼玉県 飯能市,80361,33563,687,410770,907,29138,158900,2450,1109,16786,95670,21244,13584,2554,8016,12461,9784,29628,2708,5832,0.77,16114289,7
2020100000,2020年度,11210,埼玉県 加須市,111623,44295,3100,973673,0,45938,501493,,116,105148,215728,,9912,3005,8346,10034,6200,27989,5131,15531,0.75,22197742,5
2020100000,2020年度,11211,埼玉県 本庄市,78569,33033,8315,778303,,62455,376155,165,2119,21124,162879,,24293,6251,13050,9453,6327,38710,9739,20182,0.76,16069857,11
2020100000,2020年度,11212,埼玉県 東松山市,91791,39797,538,702990,0,45524,270425,3340,1515,49498,180112,24658,11823,6469,14646,13731,16328,43621,3420,17881,0.88,15878657,7
2020100000,2020年度,11214,埼玉県 春日部市,229792,97638,620,1125013,0,83235,225949,18765,2849,79815,410653,86445,40015,10781,23657,16764,10908,77567,1895,35717,0.76,38933644,13
2020100000,2020年度,11215,埼玉県 狭山市,148699,63776,857,1633448,0,75431,972857,,2335,98439,256694,,46564,11329,23453,18200,8991,69221,6959,24967,0.91,24311996,11
2020100000,2020年度,11216,埼玉県 羽生市,52862,21159,937,527710,0,13190,299607,423,267,23742,114206,6494,7354,2592,7006,10257,1993,29404,2180,8994,0.81,10087017,3
2020100000,2020年度,11217,埼玉県 鴻巣市,116828,47499,1574,546734,0,36863,204230,,2458,14238,168796,,16336,2521,6400,19935,4362,33430,3378,17234,0.71,22089775,4
2020100000,2020年度,11218,埼玉県 深谷市,141268,55854,9449,1161167,0,62376,499969,4992,271,58026,337105,30840,14011,5519,13155,31714,8908,60230,1920,32132,0.77,26663812,9
2020100000,2020年度,11219,埼玉県 上尾市,226940,96559,464,1551816,0,108680,359309,316,11696,39366,748126,38631,47418,11415,19558,36457,12374,84248,2079,32144,0.91,35143117,5
2020100000,2020年度,11221,埼玉県 草加市,248304,111923,407,1494642,,93870,501507,4765,11574,81739,511709,,39188,8970,24457,45401,16631,55034,1885,33733,0.93,40851909,6
2020100000,2020年度,11222,埼玉県 越谷市,341621,142774,479,2254742,0,218568,264984,30,15077,144869,1004644,116737,129964,20006,44455,62849,28245,139636,3064,61614,0.93,54856445,15
2020100000,2020年度,11223,埼玉県 蕨市,74283,36827,0,382195,0,27289,137163,,17229,4661,114474,13402,11637,3190,9181,16410,2977,14979,4540,5064,0.88,13812600,3
2020100000,2020年度,11224,埼玉県 戸田市,140899,64319,173,1578715,0,104893,265276,6178,6294,160577,676772,112461,44332,13839,15340,28287,4980,70458,1106,67921,1.25,29068987,6
2020100000,2020年度,11225,埼玉県 入間市,145651,61222,688,1030517,0,54153,442487,,9954,51048,299199,23916,18828,8508,13586,34464,5686,41944,2717,24027,0.93,23422701,8
2020100000,2020年度,11227,埼玉県 朝霞市,141083,62663,184,714705,0,51004,111826,1934,3612,41206,259858,26598,52245,29822,12971,46601,3245,49729,1075,22976,0.99,23848384,4
2020100000,2020年度,11228,埼玉県 志木市,75346,32730,346,246937,0,35065,26600,20681,584,9899,72319,15051,15868,2510,6777,8863,5069,18589,1867,7197,0.86,13280930,2
2020100000,2020年度,11229,埼玉県 和光市,83989,39889,,,0,31247,34373,4293,2866,43590,295037,,20742,110482,8834,8291,3391,43836,2087,20509,1.07,15954472,5
2020100000,2020年度,11230,埼玉県 新座市,166017,73686,787,862761,0,73897,135363,,1120,73858,353920,26217,30519,5069,15445,27521,35382,51802,3707,28942,0.92,27379284,6
2020100000,2020年度,11231,埼玉県 桶川市,74748,30918,,,0,30287,127554,,1005,37183,154922,,6325,2850,5724,7500,2750,20136,637,13648,0.81,13042611,2
2020100000,2020年度,11232,埼玉県 久喜市,150582,62578,962,1326673,0,61567,514261,4737,11046,103446,395062,50592,31054,7430,14784,24202,6291,68719,2592,30888,0.86,27663510,7
2020100000,2020年度,11233,埼玉県 北本市,65201,27403,333,308777,0,22278,52711,,193,5231,136829,,9985,1305,6830,11020,4075,28381,568,5665,0.80,11371084,2
2020100000,2020年度,11234,埼玉県 八潮市,93363,42183,810,1049349,0,89602,406854,539,524,79154,339792,10841,20859,4240,7063,15709,2722,32627,436,38388,1.03,17779627,4
2020100000,2020年度,11235,埼玉県 富士見市,111859,50979,292,396001,0,32579,24042,,25384,27202,162884,15398,22376,2720,11155,14234,3730,42680,1537,10080,0.84,18836187,5
2020100000,2020年度,11237,埼玉県 三郷市,142145,60829,,,0,109867,144388,4375,3417,114477,410908,,30880,11938,14727,23716,4559,56301,4362,36321,0.96,24926672,7
2020100000,2020年度,11238,埼玉県 蓮田市,61499,25474,1778,355138,0,28063,152439,,426,18065,85134,,2848,1575,6043,6606,1599,29310,1810,10346,0.77,11004595,4
2020100000,2020年度,11239,埼玉県 坂戸市,100275,44555,72,455305,0,24927,158747,6341,312,19486,121430,22754,9864,3729,7228,19309,22794,24289,4212,9883,0.83,16868837,5
2020100000,2020年度,11240,埼玉県 幸手市,50066,20851,449,295883,0,19791,116277,,421,11558,97190,,3313,2267,5234,4814,2516,21522,1179,4850,0.74,9338988,6
2020100000,2020年度,11241,埼玉県 鶴ヶ島市,70117,30537,87,327102,0,21885,63770,,1807,13927,144233,,10478,3774,9673,6039,2210,23390,669,18578,0.87,11989561,2
2020100000,2020年度,11242,埼玉県 日高市,54571,22379,707,483043,,24389,216813,1084,175,39852,99682,,5063,1500,2906,13484,7103,50662,1900,12331,0.88,9884020,3
2020100000,2020年度,11243,埼玉県 吉川市,71979,27901,404,338365,0,28231,92048,,320,44121,104028,,6982,3768,4652,5613,1844,18736,1771,19738,0.86,11763835,2
2020100000,2020年度,11245,埼玉県 ふじみ野市,113597,49395,154,493285,0,78318,120392,,3184,8295,124484,,19584,11138,12544,12220,10666,29357,3156,13855,0.81,20930317,3
2020100000,2020年度,11246,埼玉県 白岡市,52214,20513,14886,236816,0,15619,59182,73,106,37041,75384,5277,5627,1665,2974,1052,1197,18464,586,12569,0.86,8891696,4
2020100000,2020年度,11301,埼玉県 伊奈町,44841,17812,,,0,25891,93696,,140,10516,131011,1373,2320,1422,3229,2040,5312,13819,329,10130,0.87,6927177,5
2020100000,2020年度,11324,埼玉県 三芳町,38434,15035,,,0,33556,261003,,48,82839,157027,737,10697,4313,3086,2570,2356,24422,2847,21231,1.09,8027114,4
2020100000,2020年度,11326,埼玉県 毛呂山町,35366,15764,1390,158097,0,8563,35517,,225,2161,41307,,1885,515,2738,4993,7242,42850,482,3433,0.63,5860811,3
2020100000,2020年度,11327,埼玉県 越生町,11029,4587,,,0,3040,8953,,,1327,9050,507,298,421,951,2614,2097,1819,1142,277,0.53,2717898,0
2020100000,2020年度,11341,埼玉県 滑川町,19732,7650,259,222019,0,3996,131796,,333,24758,41131,,672,861,1615,6830,237,6530,263,2926,0.91,3639028,1
2020100000,2020年度,11342,埼玉県 嵐山町,17889,7421,,,0,3762,144534,,39,5659,22253,,1603,908,1071,963,1667,6778,457,4591,0.79,3766435,1
2020100000,2020年度,11343,埼玉県 小川町,28524,11781,422,164343,,9515,92906,1343,29,3451,23628,,619,766,1253,3140,361,14184,1767,5698,0.67,5697006,3
2020100000,2020年度,11346,埼玉県 川島町,19378,7269,1150,257763,0,8230,140618,,11,24468,60856,353,3421,835,1552,2057,462,4864,956,9080,0.79,4572060,1
2020100000,2020年度,11347,埼玉県 吉見町,18192,6864,424,182657,0,8507,132811,,11,18077,10332,,265,405,1065,1425,789,4995,804,2686,0.70,4151416,0
2020100000,2020年度,11348,埼玉県 鳩山町,13560,5399,143,42153,0,8772,7188,,145,,10802,,334,360,211,2521,4714,5324,315,1310,0.59,3164632,1
2020100000,2020年度,11349,埼玉県 ときがわ町,10540,4201,143,81893,0,4851,58951,,12,2150,8236,214,58,113,451,1618,65,2317,286,2572,0.43,3591465,0
2020100000,2020年度,11361,埼玉県 横瀬町,7979,3080,,,2139,3342,30122,,,4909,4611,,490,46,423,626,459,1990,185,364,0.54,2324860,0
2020100000,2020年度,11362,埼玉県 皆野町,9302,3584,34,48285,,8252,10163,23,,5088,10955,719,331,352,1241,2028,38,4715,393,2098,0.43,2741846,2
2020100000,2020年度,11363,埼玉県 長瀞町,6807,2605,,,0,1196,9187,,,1969,4934,,263,390,1411,774,135,2457,240,675,0.41,2152311,0
2020100000,2020年度,11365,埼玉県 小鹿野町,10928,4170,1018,49200,0,4689,25284,,,760,9948,526,,463,1020,322,29,2888,373,695,0.33,4398861,1
2020100000,2020年度,11369,埼玉県 東秩父村,2709,990,0,6424,,489,1317,,,,1010,,0,14,69,164,,1126,233,295,0.21,1509026,0
2020100000,2020年度,11381,埼玉県 美里町,11039,3854,2299,153846,0,7952,117482,,,3616,16804,237,141,332,274,1370,,3980,73,1435,0.67,2901352,0
2020100000,2020年度,11383,埼玉県 神川町,13359,5220,1194,116571,,8509,74425,169,,5373,18228,,,72,717,919,308,3968,185,2695,0.51,3837309,0
2020100000,2020年度,11385,埼玉県 上里町,30343,11856,1522,247952,,8350,147176,,1099,4488,50374,751,1423,1217,4202,11348,551,7708,136,7832,0.80,5274257,0
